CellID,ClusterID,ClusterName
462,2,Oligo
463,3,eL4
464,11,eL4
465,11,eL6
466,7,eL4
467,3,eL2/3
468,3,eL5
469,0,eL2/3
470,-1,NA
471,7,eL5
472,-1,NA
473,3,eL6
474,5,eL6
475,3,eL6
476,2,eL5
477,3,eL6
478,3,PV
479,11,eL4
480,6,eL4
481,9,eL4
482,4,Smc
483,1,Endo
484,10,Oligo
485,1,eL2/3
486,-1,NA
487,1,Astro
488,0,SST
489,6,eL2/3
490,7,eL4
491,2,Astro
492,3,eL6
493,2,eL2/3
494,2,eL4
495,0,Astro
496,2,eL6
497,1,Astro
498,3,eL2/3
499,0,eL5
500,-1,NA
501,11,eL4
502,1,Endo
503,1,PV
504,1,Astro
505,2,SST
506,0,eL4
507,-1,NA
508,1,eL6
509,-1,NA
510,2,eL4
511,4,eL6
512,9,eL2/3
513,3,eL6
514,2,Endo
515,11,Oligo
516,8,eL2/3
517,7,eL2/3
518,4,eL2/3
519,1,eL4
520,-1,NA
521,0,eL4
522,1,Astro
523,7,Oligo
524,0,eL6
525,0,eL6
526,11,eL5
527,3,eL2/3
528,7,Astro
529,1,eL6
530,2,eL2/3
531,-1,NA
532,1,eL5
533,4,Endo
534,3,eL4
535,3,eL2/3
536,3,Smc
537,0,eL5
538,4,NPY
539,0,eL2/3
540,3,NPY
541,0,eL5
542,2,NPY
543,3,eL4
544,0,Astro
545,0,Oligo
546,-1,NA
547,-1,NA
548,0,Astro
549,1,eL4
550,2,SST
551,2,eL6
552,-1,NA
553,6,eL6
554,-1,NA
555,1,eL5
556,5,eL4
557,3,eL5
558,0,eL2/3
559,0,Astro
560,3,Astro
561,3,eL6
562,1,eL2/3
563,7,eL2/3
564,2,eL5
565,1,eL2/3
566,-1,NA
567,9,NPY
568,11,PV
569,3,eL2/3
570,3,eL2/3
571,4,eL2/3
572,-1,NA
573,0,eL2/3
574,3,eL6
575,3,eL6
576,5,eL6
577,1,eL5
578,-1,NA
579,1,eL4
580,1,eL5
581,1,eL6
582,3,eL5
583,3,Astro
584,0,NPY
585,-1,NA
586,-1,NA
587,0,PV
588,0,eL4
589,-1,NA
590,0,eL5
591,-1,NA
592,4,Astro
593,6,eL6
594,8,eL6
595,-1,NA
596,7,SST
597,7,eL6
598,0,eL6
599,7,eL6
600,5,Endo
601,5,Smc
602,-1,NA
603,5,eL4
604,-1,NA
605,-1,NA
606,11,eL4
607,7,Endo
608,5,eL2/3
609,-1,NA
610,4,eL4
611,-1,NA
612,1,eL6
613,3,eL2/3
614,0,Oligo
615,1,eL6
616,10,eL4
617,0,SST
618,2,VIP
619,2,eL2/3
620,6,Astro
621,1,Endo
622,-1,NA
623,3,SST
624,9,eL2/3
625,1,NPY
626,3,eL5
627,2,eL4
628,3,eL6
629,5,eL2/3
630,10,eL2/3
631,5,eL4
632,3,Smc
633,5,eL2/3
634,9,eL6
635,7,Oligo
636,3,eL4
637,4,Astro
638,0,SST
639,7,PV
640,-1,NA
641,3,eL6
642,11,eL5
643,4,SST
644,7,Astro
645,-1,NA
646,1,SST
647,4,eL5
648,0,eL6
649,3,eL4
650,1,NPY
651,3,NPY
652,1,eL4
653,2,eL2/3
654,5,eL6
655,7,Astro
656,1,eL6
657,3,Endo
658,1,Astro
659,10,Astro
660,0,eL4
661,-1,NA
662,6,NPY
663,-1,NA
664,-1,NA
665,3,eL6
666,3,SST
667,0,eL4
668,3,NPY
669,0,eL6
670,2,Oligo
671,-1,NA
672,4,eL2/3
673,0,eL6
674,2,eL2/3
675,-1,NA
676,-1,NA
677,-1,NA
678,3,eL2/3
679,-1,NA
680,5,PV
681,4,Astro
682,-1,NA
683,1,eL2/3
684,10,eL2/3
685,0,eL6
686,0,eL2/3
687,0,eL4
688,-1,NA
689,2,Smc
690,2,Endo
691,0,eL4
692,1,eL6
693,-1,NA
694,3,eL2/3
695,-1,NA
696,0,Oligo
697,5,eL2/3
698,-1,NA
699,4,eL2/3
700,5,eL6
701,1,Endo
702,0,eL2/3
703,3,eL2/3
704,3,eL2/3
705,9,eL4
706,3,Oligo
707,6,Endo
708,7,PV
709,6,eL2/3
710,7,eL4
711,-1,NA
712,-1,NA
713,3,eL6
714,3,eL6
715,-1,NA
716,0,eL2/3
717,0,eL2/3
718,7,eL2/3
719,3,Endo
720,6,Smc
721,0,eL6
722,-1,NA
723,0,eL6
724,2,Oligo
725,-1,NA
726,-1,NA
727,2,eL6
728,7,Astro
729,7,Astro
730,4,SST
731,0,eL4
732,6,eL6
733,5,eL6
734,3,eL4
735,6,eL6
736,9,Endo
737,-1,NA
738,1,eL2/3
739,2,eL4
740,5,Astro
741,1,Smc
742,5,PV
743,3,eL5
744,3,eL5
745,3,eL4
746,0,Endo
747,7,eL5
748,-1,NA
749,0,Oligo
750,11,eL6
751,0,Astro
752,0,eL4
753,1,eL4
754,9,Astro
755,3,PV
756,-1,NA
757,3,Astro
758,1,eL6
759,3,PV
760,0,eL2/3
761,0,eL2/3
762,1,eL5
763,5,PV
764,3,eL6
765,4,eL4
766,-1,NA
767,0,eL2/3
768,-1,NA
769,-1,NA
770,1,eL4
771,-1,NA
772,1,eL2/3
773,-1,NA
774,1,Astro
775,-1,NA
776,9,eL4
777,-1,NA
778,5,eL6
779,3,eL4
780,1,eL6
